9000004933 | 25475 | 37615 | 27799 | 24646 | 1974 | YES
9000004934 | 27225 | 28768 | 17286 | 19558 | 1562 | YES
9000004935 | 54363 | 53602 | 30255 | 21632 | 2568 | YES
9000004936 | 15514 | 15455 | 29050 | 32069 | 1597 | YES
9000000579 | 21916 | 35073 | 16256 | 18538 | 1602 | YES
9000003605 | 21097 | 21464 | 9589 | 9082 | 1003 | YES
9000003604 | 34854 | 30968 | 39600 | 46094 | 2587 | YES
9000003603 | 30644 | 42483 | 27323 | 35826 | 2395 | YES
9000000577 | 40060 | 20520 | 47849 | 47869 | 2560 | YES
9000000578 | 21788 | 19226 | 19455 | 15442 | 1231 | YES
9000003602 | 24204 | 23525 | 37092 | 30497 | 1913 | YES
9000000575 | 6854 | 12013 | 24626 | 30682 | 1349 | YES
9000003601 | 14661 | 17598 | 17692 | 25779 | 1350 | YES
9000003600 | 21917 | 11155 | 19751 | 26692 | 1337 | YES
9000000576 | 15405 | 12865 | 17965 | 12699 | 946 | YES
9000000573 | 17594 | 15544 | 24875 | 15325 | 1169 | YES
9000000574 | 18311 | 23595 | 19125 | 24604 | 1503 | YES
9000004926 | 18262 | 19067 | 22511 | 17157 | 1266 | YES
9000004927 | 36472 | 39663 | 20872 | 38877 | 2396 | YES
9000004928 | 23844 | 32734 | 24870 | 22523 | 1769 | YES
9000004929 | 31256 | 38287 | 27146 | 24285 | 2032 | YES
9000001891 | 28422 | 23025 | 16519 | 15310 | 1343 | YES
9000000560 | 39301 | 39739 | 25899 | 34801 | 2387 | YES
9000000561 | 29647 | 20213 | 9967 | 10390 | 1101 | YES
9000001892 | 31366 | 39027 | 11271 | 9832 | 1516 | YES
9000004920 | 35899 | 32294 | 8952 | 5932 | 1302 | YES
9000001890 | 28839 | 19844 | 23017 | 24072 | 1567 | YES
9000004921 | 31053 | 25438 | 24674 | 16946 | 1554 | YES
9000004922 | 31682 | 24851 | 15925 | 19671 | 1513 | YES
9000004923 | 19571 | 6671 | 7462 | 8570 | 638 | YES
9000004924 | 25452 | 30256 | 24262 | 25834 | 1807 | YES
9000004925 | 24108 | 14214 | 25970 | 28507 | 1540 | YES
9000001899 | 24464 | 28326 | 35097 | 28639 | 1949 | YES
9000000568 | 42118 | 27192 | 24722 | 17918 | 1731 | YES
9000000569 | 14905 | 15104 | 20284 | 13965 | 1045 | YES
9000000566 | 31378 | 39122 | 19791 | 14528 | 1730 | YES
9000001897 | 24927 | 24722 | 29956 | 29144 | 1831 | YES
9000001898 | 35704 | 27552 | 19767 | 25533 | 1799 | YES
9000000567 | 24416 | 30729 | 34391 | 26573 | 1940 | YES
9000001895 | 20351 | 28015 | 25728 | 20476 | 1594 | YES
9000000564 | 20905 | 10594 | 33081 | 21295 | 1339 | YES
9000000565 | 37272 | 35244 | 23817 | 21481 | 1926 | YES
9000001896 | 16372 | 16692 | 30687 | 38735 | 1812 | YES
9000000562 | 21619 | 15321 | 31271 | 46664 | 2037 | YES
9000001893 | 35822 | 26540 | 11628 | 11832 | 1353 | YES
9000000563 | 16308 | 30518 | 34390 | 34200 | 2035 | YES
9000001894 | 29353 | 36644 | 23147 | 23981 | 1925 | YES
9000000559 | 28582 | 26891 | 34363 | 33610 | 2074 | YES
9000004915 | 25026 | 23286 | 36579 | 33106 | 1974 | YES
9000004916 | 20647 | 24633 | 21143 | 23617 | 1549 | YES
9000004917 | 8163 | 18051 | 34816 | 31320 | 1623 | YES
9000004918 | 58356 | 48283 | 29037 | 36557 | 2844 | YES
9000004919 | 7990 | 12178 | 15717 | 12805 | 831 | YES
9000000593 | 20475 | 25863 | 34531 | 30185 | 1886 | YES
9000004951 | 18655 | 19481 | 12865 | 15322 | 1124 | YES
9000000594 | 29083 | 23658 | 11463 | 20828 | 1437 | YES
9000004952 | 24571 | 39442 | 27993 | 28305 | 2093 | YES
9000004953 | 19766 | 20798 | 36437 | 37252 | 1965 | YES
9000000591 | 26872 | 33073 | 10531 | 15230 | 1466 | YES
9000004954 | 23263 | 13912 | 27253 | 24758 | 1449 | YES
9000000592 | 21626 | 12133 | 13467 | 16297 | 1031 | YES
9000004955 | 27786 | 29836 | 11338 | 10946 | 1314 | YES
9000000590 | 28936 | 17330 | 49809 | 41718 | 2250 | YES
9000004956 | 32138 | 19528 | 24737 | 27285 | 1693 | YES
9000004957 | 33465 | 27024 | 25944 | 20902 | 1723 | YES
9000004958 | 20700 | 25035 | 20344 | 25178 | 1587 | YES
9000003627 | 21146 | 26639 | 17272 | 17163 | 1395 | YES
9000003626 | 27224 | 28409 | 24788 | 31124 | 1920 | YES
9000000599 | 19135 | 20375 | 27630 | 24926 | 1550 | YES
9000003625 | 43229 | 33014 | 19708 | 26518 | 2015 | YES
9000003624 | 26808 | 30191 | 20877 | 22688 | 1704 | YES
9000000597 | 43918 | 47874 | 25861 | 20434 | 2259 | YES
9000003623 | 39811 | 18716 | 15830 | 14219 | 1338 | YES
9000003622 | 21639 | 22376 | 37628 | 31286 | 1887 | YES
9000000598 | 21105 | 18090 | 22297 | 30229 | 1589 | YES
9000000595 | 10606 | 8013 | 12782 | 10067 | 670 | YES
9000003621 | 43372 | 35322 | 20427 | 18061 | 1869 | YES
9000003620 | 16287 | 25814 | 33191 | 29807 | 1817 | YES
9000000596 | 25199 | 21965 | 35256 | 26216 | 1766 | YES
9000004950 | 35963 | 28122 | 35709 | 35731 | 2244 | YES
9000003619 | 18159 | 22586 | 33477 | 26558 | 1693 | YES
9000003618 | 35969 | 19584 | 30413 | 30366 | 1873 | YES
9000003617 | 26498 | 24022 | 34603 | 33943 | 2002 | YES
9000004948 | 36453 | 36694 | 17990 | 23784 | 1935 | YES
9000004949 | 24632 | 20018 | 21096 | 18234 | 1363 | YES
9000004940 | 29407 | 34474 | 17300 | 19607 | 1706 | YES
9000000582 | 25404 | 23708 | 25641 | 44781 | 2142 | YES
9000004941 | 27807 | 25750 | 14605 | 13361 | 1324 | YES
9000000583 | 30829 | 28528 | 15935 | 20013 | 1590 | YES
9000004942 | 13368 | 16140 | 17911 | 17539 | 1110 | YES
9000000580 | 15652 | 16883 | 35537 | 26918 | 1579 | YES
9000004943 | 10141 | 12972 | 31018 | 31253 | 1492 | YES
9000000581 | 23679 | 18261 | 9725 | 10450 | 996 | YES
9000004944 | 7974 | 17380 | 33869 | 38953 | 1781 | YES
9000004945 | 25998 | 29346 | 25244 | 24320 | 1768 | YES
9000004946 | 27583 | 19022 | 23944 | 16270 | 1359 | YES
9000004947 | 17785 | 24748 | 24579 | 17891 | 1423 | YES
9000003616 | 40013 | 29102 | 45168 | 35778 | 2417 | YES
9000003615 | 33172 | 32340 | 19318 | 19551 | 1723 | YES
9000000588 | 15608 | 15315 | 43795 | 43714 | 2048 | YES
9000003614 | 15236 | 15520 | 36136 | 44131 | 1969 | YES
9000003613 | 36750 | 34137 | 26595 | 17233 | 1826 | YES
9000000589 | 18358 | 13529 | 23891 | 31974 | 1525 | YES
9000000586 | 30968 | 25149 | 21676 | 35271 | 1955 | YES
9000003612 | 27785 | 25099 | 33162 | 22653 | 1749 | YES
9000003611 | 39779 | 31199 | 16079 | 24776 | 1856 | YES
9000000587 | 16292 | 25593 | 17373 | 33672 | 1722 | YES
9000003610 | 29349 | 17982 | 20886 | 32024 | 1700 | YES
9000000584 | 35249 | 29432 | 31961 | 32513 | 2143 | YES
9000000585 | 37489 | 36751 | 39387 | 30562 | 2358 | YES
9000003609 | 7567 | 3018 | 41316 | 45875 | 1728 | YES
9000003608 | 40348 | 33801 | 26956 | 24234 | 2030 | YES
9000003607 | 16224 | 20372 | 21363 | 16269 | 1238 | YES
9000003606 | 11525 | 17776 | 37672 | 38777 | 1866 | YES
9000004937 | 12232 | 20616 | 16392 | 22261 | 1288 | YES
9000004938 | 27117 | 22951 | 14553 | 15983 | 1321 | YES
9000004939 | 15760 | 23663 | 26838 | 38941 | 1913 | YES
9000004059 | 12741 | 15411 | 23293 | 21197 | 1238 | YES
9000004058 | 23217 | 14610 | 32840 | 31913 | 1701 | YES
9000004057 | 14519 | 24611 | 27133 | 19357 | 1450 | YES
9000004056 | 31515 | 35119 | 29504 | 24718 | 2007 | YES
9000004055 | 15466 | 14862 | 21510 | 16265 | 1116 | YES
9000004054 | 12851 | 8893 | 28313 | 22310 | 1188 | YES
9000004053 | 18468 | 24544 | 31811 | 20737 | 1577 | YES
9000004052 | 22945 | 19134 | 40269 | 33921 | 1927 | YES
9000004051 | 11798 | 16729 | 22247 | 24018 | 1313 | YES
9000004050 | 27164 | 20516 | 25596 | 25886 | 1637 | YES
9000004048 | 23052 | 19696 | 13118 | 14678 | 1161 | YES
9000004047 | 28869 | 36538 | 25620 | 26793 | 2014 | YES
9000004046 | 14194 | 8671 | 35948 | 32534 | 1532 | YES
9000004045 | 13781 | 12080 | 69266 | 49668 | 2398 | YES
9000004044 | 21226 | 22816 | 32792 | 34137 | 1905 | YES
9000004043 | 12965 | 13158 | 15619 | 21395 | 1110 | YES
9000004042 | 24536 | 24749 | 33792 | 40923 | 2156 | YES
9000004041 | 21249 | 26878 | 32416 | 41733 | 2169 | YES
9000004049 | 37106 | 30113 | 3698 | 10140 | 1309 | YES
9000004040 | 32808 | 34736 | 31637 | 28952 | 2139 | YES
9000004079 | 33982 | 22908 | 20776 | 20186 | 1566 | YES
9000004078 | 55019 | 31992 | 23710 | 16260 | 1916 | YES
9000004077 | 37805 | 40121 | 35415 | 34809 | 2490 | YES
9000004076 | 22828 | 16904 | 14412 | 27114 | 1416 | YES
9000004075 | 31674 | 23557 | 22270 | 22962 | 1639 | YES
9000004074 | 28584 | 35301 | 15808 | 14794 | 1581 | YES
9000001800 | 22672 | 15756 | 15855 | 15178 | 1118 | YES
9000001801 | 29254 | 25501 | 40158 | 49477 | 2501 | YES
9000004073 | 30234 | 23699 | 24945 | 30159 | 1831 | YES
9000004072 | 21372 | 15417 | 45168 | 50956 | 2301 | YES
9000004071 | 16613 | 16827 | 29183 | 22590 | 1410 | YES
9000004070 | 26066 | 29759 | 18363 | 16086 | 1499 | YES
9000004069 | 26765 | 34320 | 6320 | 9620 | 1307 | YES
9000004068 | 28148 | 28744 | 32839 | 22959 | 1833 | YES
9000004067 | 12426 | 13473 | 19691 | 27104 | 1296 | YES
9000004066 | 15673 | 14779 | 13342 | 10958 | 894 | YES
9000004065 | 26522 | 35708 | 26730 | 29991 | 2061 | YES
9000004064 | 34007 | 43135 | 22181 | 16585 | 1919 | YES
9000004063 | 29436 | 19652 | 27565 | 31024 | 1789 | YES
9000004062 | 28274 | 26417 | 12243 | 13155 | 1310 | YES
9000004061 | 9963 | 8511 | 29268 | 26341 | 1258 | YES
9000004060 | 17537 | 24631 | 26976 | 24955 | 1616 | YES
9000004099 | 9607 | 14055 | 35317 | 18634 | 1254 | YES
9000004098 | 18403 | 20704 | 33204 | 41016 | 2002 | YES
9000004097 | 14869 | 23383 | 23773 | 16020 | 1308 | YES
9000004096 | 22882 | 13145 | 27223 | 22394 | 1371 | YES
9000001822 | 15257 | 17354 | 45588 | 47469 | 2198 | YES
9000001823 | 21605 | 23546 | 8730 | 14024 | 1161 | YES
9000001820 | 25854 | 28806 | 35518 | 33973 | 2107 | YES
9000001821 | 32755 | 32945 | 32385 | 29780 | 2129 | YES
9000001819 | 29778 | 28743 | 42991 | 43033 | 2452 | YES
9000001817 | 31501 | 33332 | 20003 | 31611 | 2025 | YES
9000001818 | 15854 | 22374 | 12875 | 10062 | 1028 | YES
9000001815 | 13176 | 25678 | 21939 | 20838 | 1434 | YES
9000001816 | 19145 | 20261 | 8132 | 9505 | 950 | YES
9000001813 | 20993 | 16820 | 11412 | 17115 | 1119 | YES
9000001814 | 48509 | 29816 | 15070 | 12663 | 1615 | YES
9000004095 | 19843 | 28475 | 29970 | 20367 | 1644 | YES
9000004094 | 16075 | 15634 | 17280 | 18799 | 1151 | YES
9000004093 | 19696 | 22894 | 36655 | 35688 | 1973 | YES
9000004092 | 16708 | 27006 | 27838 | 30777 | 1807 | YES
9000004091 | 22489 | 22789 | 24198 | 27783 | 1665 | YES
9000004090 | 22165 | 28262 | 14064 | 16886 | 1397 | YES
9000004089 | 30090 | 37236 | 29861 | 21148 | 1953 | YES
9000004088 | 23579 | 13703 | 16884 | 13805 | 1064 | YES
9000004087 | 30403 | 39208 | 16483 | 16580 | 1734 | YES
9000004086 | 17179 | 24627 | 15543 | 15543 | 1253 | YES
9000004085 | 11762 | 13009 | 14004 | 19232 | 1023 | YES
9000001811 | 31439 | 37379 | 20143 | 32007 | 2121 | YES
9000001812 | 32076 | 24862 | 27568 | 19494 | 1649 | YES
9000001810 | 12778 | 17677 | 13351 | 20131 | 1146 | YES
9000001808 | 17570 | 10313 | 30462 | 25946 | 1380 | YES
9000001809 | 27678 | 27786 | 8721 | 11475 | 1252 | YES
9000001806 | 37115 | 40497 | 18609 | 29128 | 2159 | YES
9000001807 | 32190 | 28001 | 15063 | 17051 | 1512 | YES
9000001804 | 25485 | 38024 | 24911 | 18085 | 1790 | YES
9000001805 | 30134 | 38270 | 27539 | 18988 | 1896 | YES
9000001802 | 32490 | 23925 | 31668 | 24838 | 1809 | YES
9000001803 | 15246 | 19109 | 26808 | 29131 | 1575 | YES
9000004084 | 18878 | 25657 | 38168 | 38497 | 2107 | YES
9000004083 | 19222 | 15857 | 30004 | 29229 | 1588 | YES
9000004082 | 18864 | 16543 | 20829 | 28499 | 1474 | YES
9000004081 | 33336 | 25278 | 17830 | 20554 | 1583 | YES
9000004080 | 27348 | 43729 | 18985 | 10993 | 1691 | YES
9000000513 | 29366 | 17289 | 24186 | 19786 | 1429 | YES
9000001844 | 37920 | 34714 | 22464 | 26470 | 2025 | YES
9000001845 | 27648 | 38124 | 25374 | 24748 | 1981 | YES
9000000514 | 28595 | 33391 | 28707 | 35804 | 2198 | YES
9000000511 | 14500 | 13790 | 26048 | 21936 | 1273 | YES
9000001842 | 20059 | 14080 | 15700 | 10591 | 943 | YES
9000001843 | 17325 | 17515 | 31182 | 26557 | 1551 | YES
9000000512 | 18733 | 19736 | 19967 | 22477 | 1385 | YES
9000001840 | 35954 | 24709 | 33735 | 10276 | 1534 | YES
9000000510 | 22243 | 23310 | 18912 | 22976 | 1496 | YES
9000001841 | 14574 | 17925 | 19107 | 19523 | 1221 | YES
9000001839 | 15661 | 27610 | 38265 | 36414 | 2065 | YES
9000000508 | 27750 | 34290 | 13242 | 18764 | 1618 | YES
9000000509 | 28109 | 33006 | 46072 | 26790 | 2167 | YES
9000000506 | 25425 | 22843 | 18736 | 21768 | 1489 | YES
9000001837 | 35497 | 30545 | 29552 | 30009 | 2080 | YES
9000000507 | 30422 | 48821 | 35814 | 26732 | 2403 | YES
9000001838 | 27064 | 23263 | 16983 | 17753 | 1398 | YES
9000000504 | 24541 | 26135 | 12018 | 13562 | 1273 | YES
9000001835 | 18464 | 22340 | 11767 | 8967 | 1015 | YES
9000000505 | 31412 | 34252 | 28502 | 15013 | 1741 | YES
9000001836 | 25817 | 35610 | 31206 | 20236 | 1868 | YES
9000000502 | 38443 | 30413 | 10504 | 15223 | 1531 | YES
9000001833 | 13386 | 28088 | 28729 | 34296 | 1890 | YES
9000000503 | 29374 | 39310 | 21915 | 30214 | 2117 | YES
9000001834 | 9146 | 18829 | 29577 | 27746 | 1504 | YES
9000000500 | 25725 | 11404 | 34685 | 32766 | 1701 | YES
9000001831 | 25503 | 22379 | 26774 | 33279 | 1851 | YES
9000001832 | 7257 | 14147 | 25019 | 24099 | 1244 | YES
9000000501 | 28694 | 29612 | 25246 | 24539 | 1807 | YES
9000001830 | 19047 | 14129 | 20875 | 16825 | 1145 | YES
9000001828 | 11292 | 11296 | 22352 | 18608 | 1064 | YES
9000001829 | 27466 | 36377 | 32689 | 32912 | 2225 | YES
9000001826 | 34876 | 43529 | 19007 | 11130 | 1768 | YES
9000001827 | 21249 | 18222 | 17002 | 25447 | 1416 | YES
9000001824 | 23295 | 25503 | 21346 | 23614 | 1597 | YES
9000001825 | 27337 | 26733 | 29485 | 25168 | 1797 | YES
9000002277 | 6567 | 14874 | 29801 | 23746 | 1299 | YES
9000002276 | 15272 | 24170 | 15051 | 20689 | 1342 | YES
9000002275 | 24014 | 19767 | 7268 | 13906 | 1087 | YES
9000002274 | 40618 | 38059 | 39675 | 28310 | 2368 | YES
9000002273 | 10604 | 12075 | 42749 | 34987 | 1703 | YES
9000002272 | 20502 | 13976 | 28568 | 28429 | 1526 | YES
9000002271 | 16713 | 18794 | 27692 | 29017 | 1591 | YES
9000002270 | 40669 | 32880 | 10746 | 13111 | 1558 | YES
9000002279 | 22750 | 39040 | 28756 | 28841 | 2087 | YES
9000002278 | 36451 | 36537 | 18492 | 25131 | 1971 | YES
9000003597 | 23625 | 27749 | 29015 | 27607 | 1832 | YES
9000002266 | 32989 | 37202 | 15540 | 16846 | 1714 | YES
9000003596 | 28639 | 32893 | 21750 | 19229 | 1707 | YES
9000002265 | 19752 | 23275 | 20609 | 26176 | 1567 | YES
9000003595 | 24216 | 22079 | 22210 | 18861 | 1430 | YES
9000002264 | 31449 | 22062 | 18429 | 15867 | 1389 | YES
9000002263 | 30522 | 31765 | 33124 | 34472 | 2203 | YES
9000003594 | 13687 | 10618 | 24417 | 19076 | 1110 | YES
9000003593 | 44840 | 50788 | 11660 | 13354 | 1995 | YES
9000002262 | 23987 | 22850 | 21543 | 11584 | 1260 | YES
9000003592 | 25150 | 26295 | 33691 | 36352 | 2083 | YES
9000002261 | 23253 | 22798 | 32395 | 21212 | 1610 | YES
9000003591 | 22460 | 30097 | 35263 | 44998 | 2361 | YES
9000002260 | 39685 | 33607 | 43263 | 36983 | 2515 | YES
9000003590 | 18638 | 32987 | 28751 | 22692 | 1768 | YES
9000002269 | 26897 | 29483 | 10256 | 11660 | 1302 | YES
9000002268 | 22171 | 22796 | 27772 | 20739 | 1533 | YES
9000003599 | 8327 | 7779 | 26048 | 18618 | 1002 | YES
9000002267 | 36211 | 35926 | 14265 | 9340 | 1525 | YES
9000003598 | 19385 | 23531 | 12197 | 15178 | 1205 | YES
9000002299 | 28478 | 22257 | 17784 | 21035 | 1479 | YES
9000002298 | 32766 | 25128 | 30293 | 26470 | 1861 | YES
9000002297 | 25078 | 10137 | 29505 | 21392 | 1334 | YES
9000002296 | 11417 | 14072 | 40523 | 32213 | 1661 | YES
9000002295 | 46884 | 39823 | 25937 | 30721 | 2370 | YES
9000002294 | 19541 | 17486 | 25053 | 33784 | 1678 | YES
9000002293 | 25128 | 19977 | 13115 | 8449 | 1038 | YES
9000002292 | 22268 | 26541 | 24670 | 20996 | 1583 | YES
9000002291 | 11957 | 13052 | 17949 | 16094 | 995 | YES
9000002290 | 27807 | 20667 | 42055 | 27510 | 1876 | YES
9000002288 | 23409 | 19611 | 16148 | 14563 | 1196 | YES
9000002287 | 32350 | 26806 | 31743 | 26965 | 1920 | YES
9000002286 | 38220 | 43022 | 35389 | 33936 | 2533 | YES
9000002285 | 24454 | 30668 | 36816 | 36761 | 2213 | YES
9000002284 | 19313 | 21298 | 30635 | 19310 | 1470 | YES
9000002283 | 24689 | 25022 | 50366 | 43299 | 2412 | YES
9000002282 | 21675 | 25984 | 45413 | 35799 | 2162 | YES
9000002281 | 30443 | 21526 | 21991 | 22672 | 1573 | YES
9000002289 | 30405 | 29516 | 45565 | 30020 | 2190 | YES
9000002280 | 38575 | 30425 | 20413 | 19988 | 1763 | YES
9000004015 | 38414 | 36487 | 17951 | 10704 | 1636 | YES
9000004014 | 20482 | 34294 | 22521 | 28951 | 1894 | YES
9000004013 | 19230 | 18784 | 37148 | 41884 | 2037 | YES
9000004012 | 19528 | 24077 | 23851 | 23935 | 1565 | YES
9000004011 | 41085 | 32661 | 39316 | 24804 | 2170 | YES
9000004010 | 27663 | 32817 | 14092 | 12786 | 1451 | YES
9000004019 | 30603 | 26712 | 25748 | 29526 | 1893 | YES
9000004018 | 36016 | 29210 | 24016 | 32002 | 2042 | YES
9000004017 | 32944 | 32312 | 38927 | 35445 | 2330 | YES
9000004016 | 29381 | 28939 | 34107 | 42142 | 2328 | YES
9000004004 | 20212 | 15545 | 16198 | 20437 | 1219 | YES
9000004003 | 17404 | 12699 | 18410 | 25827 | 1286 | YES
9000004002 | 39711 | 38472 | 17603 | 16979 | 1839 | YES
9000004001 | 29769 | 22581 | 19870 | 17841 | 1447 | YES
9000004000 | 20969 | 21673 | 37946 | 30046 | 1840 | YES
